1,0.716764,92,143
2,0.470133,230,280
3,0.608117,362,411
4,1,500,552
5,0,638,686
6,0.729381,766,817
7,0.894266,898,949
8,0.698432,1028,1079
9,0.941218,1159,1212
10,0.617889,1294,1344
11,0.325518,1427,1476
12,0.176752,1562,1610
13,0.495292,1692,1741
14,0.45533,1824,1873
15,0.327199,1958,2007
16,0.981966,2094,2146
17,0.533821,2224,2273
18,0.47228,2362,2412
19,0.445213,2499,2548
20,0.937189,2633,2684
21,0.117799,2776,2824
22,0.629857,2909,2958
